,id,base_currency,quote_currency,base_min_size,base_max_size,quote_increment,base_increment,display_name,min_market_funds,max_market_funds,margin_enabled,fx_stablecoin,max_slippage_percentage,post_only,limit_only,cancel_only,trading_disabled,status,status_message,auction_mode
152,ICP-USD,ICP,USD,0.021,65000,0.01,0.0001,ICP/USD,1,1900000,False,False,0.03000000,False,False,False,False,online,,False
153,DOT-USD,DOT,USD,0.021,140000,0.01,0.001,DOT/USD,1,3600000,False,False,0.03000000,False,False,False,False,online,,False
154,BAND-USD,BAND,USD,0.11,82000,0.001,0.01,BAND/USD,1,430000,False,False,0.03000000,False,False,False,False,online,,False
155,LINK-BTC,LINK,BTC,0.03,59000,1E-8,0.01,LINK/BTC,0.000016,33,False,False,0.03000000,False,False,False,False,online,,False
156,CTSI-USD,CTSI,USD,1,950000,0.0001,0.1,CTSI/USD,1,590000,False,False,0.03000000,False,False,False,False,online,,False
157,ETC-USD,ETC,USD,0.018,44000,0.01,0.00000001,ETC/USD,1,1400000,False,False,0.03000000,False,False,False,False,online,"Our ETC order books are now in full-trading mode. Limit, market and stop orders are all now available.",False
158,ETH-GBP,ETH,GBP,0.00021,1400,0.01,0.00000001,ETH/GBP,0.72,3200000,False,False,0.03000000,False,False,False,False,online,,False
159,FIL-BTC,FIL,BTC,0.016,21000,1E-8,0.001,FIL/BTC,0.000016,15,False,False,0.03000000,False,False,False,False,online,,False
160,OMG-USD,OMG,USD,0.1,240000,0.01,0.1,OMG/USD,1,1400000,False,False,0.03000000,False,False,False,False,online,,False
161,USDT-USD,USDT,USD,0.99,9000000,0.0001,0.01,USDT/USD,1,9000000,False,True,0.01000000,False,False,False,False,online,,False
162,SUPER-USD,SUPER,USD,0.1,310000,0.01,0.01,SUPER/USD,1,310000,False,False,0.03000000,False,False,False,False,online,,False
163,TRAC-EUR,TRAC,EUR,0.4,200000,0.0001,0.1,TRAC/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
164,NCT-EUR,NCT,EUR,10,21000000,0.00001,1,NCT/EUR,1,100000,False,False,0.03000000,False,False,False,False,online,,False
165,ASM-USDT,ASM,USDT,6,2700000,0.00001,1,ASM/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
166,BCH-GBP,BCH,GBP,0.0015,1500,0.01,0.00000001,BCH/GBP,0.72,400000,False,False,0.03000000,False,False,False,False,online,,False
167,AUCTION-EUR,AUCTION,EUR,0.026,10000,0.01,0.001,AUCTION/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
168,COMP-USD,COMP,USD,0.002,6200,0.01,0.001,COMP/USD,1,1100000,False,False,0.03000000,False,False,False,False,online,,False
169,ACH-USD,ACH,USD,11,20000000,0.000001,0.1,ACH/USD,1,1100000,False,False,0.03000000,False,False,False,False,online,,False
170,CLV-EUR,CLV,EUR,0.76,330000,0.01,0.01,CLV/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
171,BICO-EUR,BICO,EUR,0.1,57000,0.01,0.01,BICO/EUR,1,170000,False,False,0.03000000,False,False,False,False,online,,False
172,BCH-EUR,BCH,EUR,0.0015,2200,0.01,0.00000001,BCH/EUR,0.84,720000,False,False,0.03000000,False,False,False,False,online,,False
173,CRV-USD,CRV,USD,0.23,420000,0.001,0.01,CRV/USD,1,1900000,False,False,0.03000000,False,False,False,False,online,,False
174,RAD-USDT,RAD,USDT,0.08,32000,0.01,0.01,RAD/USDT,1,240000,False,False,0.03000000,False,False,False,False,online,,False
175,LRC-USDT,LRC,USDT,0.1,320000,0.0001,0.01,LRC/USDT,1,250000,False,False,0.03000000,False,False,False,False,online,,False
176,SKL-BTC,SKL,BTC,2.7,1300000,1E-8,0.1,SKL/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
177,OXT-USD,OXT,USD,1,2000000,0.0001,1,OXT/USD,1,610000,False,False,0.03000000,False,False,False,False,online,,False
178,SUSHI-GBP,SUSHI,GBP,0.08,51000,0.01,0.01,SUSHI/GBP,0.72,240000,False,False,0.03000000,False,False,False,False,online,,False
179,SPELL-USD,SPELL,USD,10,79000000,0.00001,1,SPELL/USD,1,1100000,False,False,0.03000000,False,False,False,False,online,,False
180,SKL-USD,SKL,USD,2.7,1600000,0.0001,0.1,SKL/USD,1,240000,False,False,0.03000000,False,False,False,False,online,,False
181,ERN-USD,ERN,USD,0.01,19000,0.01,0.001,ERN/USD,1,100000,False,False,0.03000000,False,False,False,False,online,,False
182,CRV-BTC,CRV,BTC,0.23,120000,1E-7,0.01,CRV/BTC,0.000016,13,False,False,0.03000000,False,False,False,False,online,,False
183,TRAC-USDT,TRAC,USDT,0.5,210000,0.0001,0.1,TRAC/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
184,RAI-USD,RAI,USD,0.32,51000,0.01,0.01,RAI/USD,1,160000,False,False,0.03000000,False,True,False,False,online,,False
185,ANKR-USD,ANKR,USD,7,10000000,0.00001,1,ANKR/USD,1,880000,False,False,0.03000000,False,False,False,False,online,,False
186,QNT-USDT,QNT,USDT,0.001,2300,0.01,0.0001,QNT/USDT,1,250000,False,False,0.03000000,False,False,False,False,online,,False
187,UMA-USD,UMA,USD,0.064,83000,0.001,0.001,UMA/USD,1,670000,False,False,0.03000000,False,False,False,False,online,,False
188,BAND-EUR,BAND,EUR,0.11,38000,0.01,0.01,BAND/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
189,KNC-USD,KNC,USD,0.5,190000,0.0001,0.1,KNC/USD,1,280000,False,False,0.03000000,False,False,False,False,online,,False
190,COTI-USD,COTI,USD,1.9,1800000,0.0001,0.1,COTI/USD,1,620000,False,False,0.03000000,False,False,False,False,online,,False
191,UNI-BTC,UNI,BTC,0.1,50000,1E-7,0.1,UNI/BTC,0.000016,19,False,False,0.03000000,False,False,False,False,online,,False
192,DIA-USD,DIA,USD,0.1,220000,0.01,0.01,DIA/USD,1,100000,False,False,0.03000000,False,False,False,False,online,,False
193,ADA-USDC,ADA,USDC,0.5,580000,0.001,0.01,ADA/USDC,1,800000,False,False,0.03000000,False,False,False,False,online,,False
194,FORTH-GBP,FORTH,GBP,0.062,28000,0.001,0.001,FORTH/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,online,,False
195,OGN-USD,OGN,USD,0.93,550000,0.001,0.01,OGN/USD,1,270000,False,False,0.03000000,False,False,False,False,online,,False
196,FARM-USDT,FARM,USDT,0.002,150,0.01,0.001,FARM/USDT,1,50000,False,False,0.03000000,False,True,False,False,online,,False
197,MANA-ETH,MANA,ETH,0.31,230000,1E-7,0.01,MANA/ETH,0.00022,210,False,False,0.03000000,False,False,False,False,online,,False
198,OGN-BTC,OGN,BTC,0.92,420000,1E-7,0.01,OGN/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
199,ALGO-USD,ALGO,USD,1,2200000,0.0001,0.1,ALGO/USD,1,2900000,False,False,0.03000000,False,False,False,False,online,,False
200,UPI-USDT,UPI,USDT,10,8200000,0.00001,1,UPI/USDT,1,100000,False,False,0.03000000,False,False,False,False,online,,False
201,BTRST-EUR,BTRST,EUR,0.16,74000,0.01,0.01,BTRST/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
202,BTC-UST,BTC,UST,0.000016,0.81,0.01,0.0000001,BTC/UST,1,50000,False,False,0.03000000,False,True,False,False,online,,False
203,MATIC-USDT,MATIC,USDT,0.1,160000,0.001,0.01,MATIC/USDT,1,100000,False,False,0.03000000,False,False,False,False,online,,False
204,DOT-GBP,DOT,GBP,0.02,22000,0.01,0.001,DOT/GBP,0.72,400000,False,False,0.03000000,False,False,False,False,online,,False
205,SKL-EUR,SKL,EUR,2.7,1300000,0.0001,0.1,SKL/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
206,NCT-USD,NCT,USD,10,21000000,0.00001,1,NCT/USD,1,100000,False,False,0.03000000,False,False,False,False,online,,False
207,REQ-USDT,REQ,USDT,4,720000,0.0001,1,REQ/USDT,1,220000,False,False,0.03000000,False,False,False,False,online,,False
208,BLZ-USD,BLZ,USD,1,1200000,0.0001,0.1,BLZ/USD,1,200000,False,False,0.03000000,False,False,False,False,online,,False
209,NKN-BTC,NKN,BTC,1.7,720000,1E-8,0.1,NKN/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
210,RAD-EUR,RAD,EUR,0.07,26000,0.001,0.01,RAD/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
211,ADA-USD,ADA,USD,0.5,3600000,0.0001,0.01,ADA/USD,1,5000000,False,False,0.03000000,False,False,False,False,online,,False
212,BNT-GBP,BNT,GBP,0.22,66000,0.01,0.000001,BNT/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,online,,False
213,CRO-EUR,CRO,EUR,2.1,650000,0.0001,0.1,CRO/EUR,0.84,260000,False,False,0.03000000,False,False,False,False,online,,False
214,CHZ-USDT,CHZ,USDT,2,820000,0.0001,0.1,CHZ/USDT,1,210000,False,False,0.03000000,False,False,False,False,online,,False
215,PERP-USD,PERP,USD,0.06,29000,0.01,0.001,PERP/USD,1,250000,False,False,0.03000000,False,False,False,False,online,,False
216,BAT-EUR,BAT,EUR,0.9,340000,0.001,0.01,BAT/EUR,0.84,300000,False,False,0.03000000,False,False,False,False,online,,False
217,IMX-USDT,IMX,USDT,0.1,49000,0.01,0.01,IMX/USDT,1,100000,False,False,0.03000000,False,False,False,False,online,,False
218,LQTY-EUR,LQTY,EUR,0.1,28000,0.01,0.01,LQTY/EUR,1,100000,False,False,0.03000000,False,True,False,False,online,,False
219,DIA-EUR,DIA,EUR,0.1,220000,0.01,0.01,DIA/EUR,1,100000,False,False,0.03000000,False,True,False,False,online,,False
220,HIGH-USD,HIGH,USD,0.1,59000,0.001,0.01,HIGH/USD,1,250000,False,False,0.03000000,False,False,False,False,online,,False
221,NMR-GBP,NMR,GBP,0.022,7300,0.01,0.001,NMR/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,online,,False
222,CLV-USDT,CLV,USDT,0.79,350000,0.0001,0.01,CLV/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
223,JASMY-USD,JASMY,USD,5,11000000,0.00001,1,JASMY/USD,1,730000,False,False,0.03000000,False,False,False,False,online,,False
224,BTC-USDC,BTC,USDC,0.000016,110,0.1,0.00000001,BTC/USDC,1,4500000,False,False,0.03000000,False,False,False,False,online,,False
225,BTRST-GBP,BTRST,GBP,0.16,75000,0.001,0.01,BTRST/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,online,,False
226,ETH-USDT,ETH,USDT,0.00022,660,0.01,0.00000001,ETH/USDT,1,2100000,False,False,0.03000000,False,False,False,False,online,,False
227,SOL-USDT,SOL,USDT,0.004,14000,0.01,0.001,SOL/USDT,1,1900000,False,False,0.03000000,False,False,False,False,online,,False
228,BTC-GBP,BTC,GBP,0.000015,150,0.01,0.00000001,BTC/GBP,0.72,4400000,False,False,0.03000000,False,False,False,False,online,,False
229,SOL-USD,SOL,USD,0.004,53000,0.01,0.001,SOL/USD,1,7300000,False,False,0.03000000,False,False,False,False,online,,False
230,ETH-USD,ETH,USD,0.00022,12000,0.01,0.00000001,ETH/USD,1,20000000,False,False,0.02000000,False,False,False,False,online,,False
231,XTZ-USD,XTZ,USD,0.16,960000,0.01,0.01,XTZ/USD,1,3900000,False,False,0.03000000,False,False,False,False,online,,False
232,ZEN-USDT,ZEN,USDT,0.01,1500,0.01,0.001,ZEN/USDT,1,140000,False,False,0.03000000,False,False,False,False,online,,False
233,AUCTION-USD,AUCTION,USD,0.027,15000,0.01,0.001,AUCTION/USD,1,280000,False,False,0.03000000,False,False,False,False,online,,False
234,FET-USDT,FET,USDT,1.1,430000,0.0001,0.1,FET/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
235,TRB-BTC,TRB,BTC,0.016,7200,1E-7,0.001,TRB/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
236,RGT-USD,RGT,USD,0.025,7100,0.01,0.001,RGT/USD,1,200000,False,False,0.03000000,False,False,False,False,online,,False
237,DNT-USDC,DNT,USDC,5,2100000,0.000001,1,DNT/USDC,1,220000,False,False,0.03000000,False,False,False,False,online,,False
238,SNX-EUR,SNX,EUR,0.098,39000,0.001,0.001,SNX/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
239,YFII-USD,YFII,USD,0.00025,27,0.01,0.00000001,YFII/USD,1,110000,False,False,0.03000000,False,True,False,False,online,,False
240,PRO-USD,PRO,USD,0.1,89000,0.01,0.01,PRO/USD,1,100000,False,False,0.03000000,False,False,False,False,online,,False
241,REQ-USD,REQ,USD,4,1500000,0.0001,1,REQ/USD,1,440000,False,False,0.03000000,False,False,False,False,online,,False
242,SHPING-USDT,SHPING,USDT,10,130000000,0.000001,1,SHPING/USDT,1,100000,False,False,0.03000000,False,False,False,False,online,,False
243,ANKR-EUR,ANKR,EUR,7,4200000,0.00001,1,ANKR/EUR,0.84,320000,False,False,0.03000000,False,False,False,False,online,,False
244,1INCH-GBP,1INCH,GBP,0.23,90000,0.001,0.01,1INCH/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,online,,False
245,MUSD-USD,MUSD,USD,0.99,330000,0.0001,0.01,MUSD/USD,1,330000,False,True,0.01000000,False,True,False,False,online,,False
246,ORN-USD,ORN,USD,0.12,42000,0.001,0.01,ORN/USD,1,200000,False,False,0.03000000,False,False,False,False,online,,False
247,VGX-EUR,VGX,EUR,0.24,83000,0.01,0.01,VGX/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
248,UNI-EUR,UNI,EUR,0.04,16000,0.01,0.001,UNI/EUR,0.84,220000,False,False,0.03000000,False,False,False,False,online,,False
249,AVT-USD,AVT,USD,0.1,87000,0.01,0.01,AVT/USD,1,100000,False,False,0.03000000,False,False,False,False,online,,False
250,NU-EUR,NU,EUR,1,320000,0.0001,0.000001,NU/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
251,SUSHI-USD,SUSHI,USD,0.09,340000,0.01,0.01,SUSHI/USD,1,2200000,False,False,0.03000000,False,False,False,False,online,,False
252,SNX-GBP,SNX,GBP,0.099,40000,0.001,0.001,SNX/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,online,,False
253,MKR-BTC,MKR,BTC,0.00033,99,0.00001,0.000001,MKR/BTC,0.00001,10,False,False,0.03000000,False,False,False,False,online,,False
254,NKN-EUR,NKN,EUR,1.6,700000,0.0001,0.1,NKN/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
255,DOGE-USD,DOGE,USD,3.8,16000000,0.0001,0.1,DOGE/USD,1,2600000,False,False,0.03000000,False,False,False,False,online,,False
256,MLN-USD,MLN,USD,0.007,5600,0.01,0.001,MLN/USD,1,410000,False,False,0.03000000,False,False,False,False,online,,False
257,MASK-USDT,MASK,USDT,0.07,24000,0.01,0.01,MASK/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
258,USDT-USDC,USDT,USDC,0.99,4500000,0.0001,0.01,USDT/USDC,1,4500000,False,True,0.01000000,False,False,False,False,online,,False
259,KRL-USDT,KRL,USDT,0.3,190000,0.0001,0.1,KRL/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
260,WBTC-USD,WBTC,USD,0.000016,3,0.01,0.00000001,WBTC/USD,1,190000,False,False,0.03000000,False,True,False,False,online,,False
261,RLY-EUR,RLY,EUR,1,640000,0.0001,1,RLY/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
262,MATIC-BTC,MATIC,BTC,0.5,720000,1E-8,0.1,MATIC/BTC,0.000016,38,False,False,0.03000000,False,False,False,False,online,,False
263,GTC-USD,GTC,USD,0.11,36000,0.01,0.01,GTC/USD,1,390000,False,False,0.03000000,False,False,False,False,online,,False
264,ANKR-GBP,ANKR,GBP,7,2500000,0.00001,1,ANKR/GBP,0.72,160000,False,False,0.03000000,False,False,False,False,online,,False
265,STX-USD,STX,USD,0.1,120000,0.01,0.01,STX/USD,1,100000,False,False,0.03000000,False,False,False,False,online,,False
266,ARPA-EUR,ARPA,EUR,5.2,2400000,0.00001,0.1,ARPA/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
267,CTSI-BTC,CTSI,BTC,1,460000,1E-7,0.1,CTSI/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
268,LCX-USD,LCX,USD,2.8,2000000,0.0001,0.1,LCX/USD,1,260000,False,False,0.03000000,False,False,False,False,online,,False
269,UNI-GBP,UNI,GBP,0.04,13000,0.01,0.001,UNI/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,online,,False
270,COVAL-USD,COVAL,USD,10,18000000,0.00001,1,COVAL/USD,1,100000,False,False,0.03000000,False,False,False,False,online,,False
271,BICO-USDT,BICO,USDT,0.1,59000,0.001,0.01,BICO/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
272,ALGO-EUR,ALGO,EUR,1,610000,0.0001,1,ALGO/EUR,0.84,700000,False,False,0.03000000,False,False,False,False,online,,False
273,GRT-EUR,GRT,EUR,0.94,810000,0.0001,0.01,GRT/EUR,0.84,390000,False,False,0.03000000,False,False,False,False,online,,False
274,RNDR-USD,RNDR,USD,0.1,110000,0.01,0.01,RNDR/USD,1,100000,False,False,0.03000000,False,False,False,False,online,,False
275,EOS-USD,EOS,USD,0.2,1200000,0.01,0.1,EOS/USD,1,3300000,False,False,0.03000000,False,False,False,False,online,,False
276,EOS-EUR,EOS,EUR,0.2,290000,0.001,0.1,EOS/EUR,0.84,700000,False,False,0.03000000,False,False,False,False,online,,False
277,LRC-USD,LRC,USD,0.45,1600000,0.0001,0.000001,LRC/USD,1,2000000,False,False,0.03000000,False,False,False,False,online,,False
278,DOGE-GBP,DOGE,GBP,3.8,3800000,0.0001,0.1,DOGE/GBP,0.72,470000,False,False,0.03000000,False,False,False,False,online,,False
279,XYO-BTC,XYO,BTC,17,7400000,1E-8,0.1,XYO/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
280,ENS-USDT,ENS,USDT,0.021,8400,0.01,0.001,ENS/USDT,1,200000,False,False,0.03000000,False,False,False,False,online,,False
281,UST-USD,UST,USD,0.99,3800000,0.001,0.01,UST/USD,1,3800000,False,True,0.01000000,False,False,False,False,online,,False
282,RLC-USD,RLC,USD,0.22,140000,0.01,0.01,RLC/USD,1,360000,False,False,0.03000000,False,False,False,False,online,,False
283,ZRX-USD,ZRX,USD,0.82,1200000,0.000001,0.00001,ZRX/USD,1,850000,False,False,0.03000000,False,False,False,False,online,,False
284,APE-USDT,APE,USDT,0.05,63000,0.001,0.01,APE/USDT,1,250000,False,False,0.03000000,False,True,False,False,online,,False
285,GALA-USD,GALA,USD,3,6000000,0.0001,1,GALA/USD,1,1800000,False,False,0.03000000,False,False,False,False,online,,False
286,BAT-USD,BAT,USD,0.92,1200000,0.001,0.01,BAT/USD,1,1200000,False,False,0.03000000,False,False,False,False,online,,False
287,API3-USD,API3,USD,0.1,61000,0.001,0.01,API3/USD,5,100000,False,False,0.03000000,False,False,False,False,online,,False
288,1INCH-BTC,1INCH,BTC,0.23,91000,1E-7,0.01,1INCH/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
289,ALCX-USD,ALCX,USD,0.0024,960,0.01,0.0001,ALCX/USD,1,250000,False,False,0.03000000,False,False,False,False,online,,False
290,ARPA-USD,ARPA,USD,5.3,7200000,0.0001,0.1,ARPA/USD,1,580000,False,False,0.03000000,False,False,False,False,online,,False
291,MIR-BTC,MIR,BTC,0.31,130000,1E-8,0.01,MIR/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
292,ALICE-USD,ALICE,USD,0.01,33000,0.001,0.001,ALICE/USD,1,250000,False,False,0.03000000,False,False,False,False,online,,False
293,BICO-USD,BICO,USD,0.1,160000,0.001,0.01,BICO/USD,1,520000,False,False,0.03000000,False,False,False,False,online,,False
294,DDX-EUR,DDX,EUR,0.16,59000,0.01,0.01,DDX/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
295,COMP-BTC,COMP,BTC,0.002,1500,0.000001,0.001,COMP/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
296,CTX-USDT,CTX,USDT,0.01,8900,0.01,0.001,CTX/USDT,5,100000,False,False,0.03000000,False,True,False,False,online,,False
297,ETC-EUR,ETC,EUR,0.017,15000,0.01,0.00000001,ETC/EUR,0.84,400000,False,False,0.03000000,False,False,False,False,online,"Our ETC order books are now in full-trading mode. Limit, market and stop orders are all now available.",False
298,ARPA-USDT,ARPA,USDT,5.3,2600000,0.0001,0.1,ARPA/USDT,1,210000,False,False,0.03000000,False,False,False,False,online,,False
299,AAVE-EUR,AAVE,EUR,0.003,2400,0.01,0.001,AAVE/EUR,0.84,470000,False,False,0.03000000,False,False,False,False,online,,False
300,SPELL-USDT,SPELL,USDT,10,20000000,0.00001,1,SPELL/USDT,1,270000,False,False,0.03000000,False,False,False,False,online,,False
301,GRT-GBP,GRT,GBP,0.94,630000,0.0001,0.01,GRT/GBP,0.72,260000,False,False,0.03000000,False,False,False,False,online,,False
302,QSP-USD,QSP,USD,10,11000000,0.00001,1,QSP/USD,1,100000,False,False,0.03000000,False,False,False,False,online,,False
303,SUKU-EUR,SUKU,EUR,0.9,440000,0.0001,0.1,SUKU/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,online,,False
304,ATOM-EUR,ATOM,EUR,0.029,11000,0.01,0.001,ATOM/EUR,0.84,370000,False,False,0.03000000,False,False,False,False,online,,False
305,WCFG-BTC,WCFG,BTC,0.57,240000,1E-8,0.01,WCFG/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,online,,False
